Text,link,year,aspect,sentiment,prob
De même qu au lendemain de la guerre il avait déshérité son fils aîné Kiyoshi pour les inclinations socialisantes de sa bru qu il avait au demeurant cherché à mettre dans son lit il évinça par la suite de sa succession Seiji pourtant le premier fils de son épouse légitime,https://www.lemonde.fr/a-la-une/article/2005/04/01/au-japon-la-chute-d-un-empereur_634227_3208.html,2005.0,épouse,Positive,0.7373012900352478
Employé du cadastre dans une province voisine il profite de son passage chez lui pour donner un coup de main à son épouse,https://www.lemonde.fr/a-la-une/article/2005/04/12/cambodge-une-si-longue-convalescence_638331_3208.html,2005.0,épouse,Positive,0.840740442276001
Greenberg à son épouse Corinne et à leur chien un bichon maltais appelé Snowball boule de neige,https://www.lemonde.fr/a-la-une/article/2005/04/27/fin-de-partie-pour-maurice-hank-greenberg_643481_3208.html,2005.0,épouse,Neutral,0.9594048261642456
Quatre jours avant de démissionner de son poste de président il avait transféré 2 2 milliards de dollars d actions AIG la quasi totalité de sa participation à son épouse,https://www.lemonde.fr/a-la-une/article/2005/04/27/fin-de-partie-pour-maurice-hank-greenberg_643481_3208.html,2005.0,épouse,Positive,0.5357459187507629
Samir Traboulsi devient le confident de bien d autres dames en vue la première épouse du président indonésien Achmed Sukarno celle du producteur Eddy Barclay ou encore la soeur du chah d Iran,https://www.lemonde.fr/a-la-une/article/2005/04/30/le-carnet-d-or-de-samir-traboulsi_644931_3208.html,2005.0,épouse,Positive,0.9277007579803467
Il a invité l épouse de ce dernier à Milan pour une soirée d opéra il conviera Alain Boublil directeur de cabinet de M,https://www.lemonde.fr/a-la-une/article/2005/04/30/le-carnet-d-or-de-samir-traboulsi_644931_3208.html,2005.0,épouse,Neutral,0.794804036617279
A ses côtés son épouse Nicole,https://www.lemonde.fr/a-la-une/article/2005/05/14/eddie-barclay-monsieur-varietes_649868_3208.html,2005.0,épouse,Positive,0.9826884865760803
Sa seconde épouse la mère d Ayaan va le suivre avec ses trois enfants,https://www.lemonde.fr/a-la-une/article/2005/05/17/l-insoumise-de-la-haye_650685_3208.html,2005.0,épouse,Positive,0.8795236349105835
Et donc vous vous ne payez plus la vôtre et c est votre épouse qui fait les frais de la situation,https://www.lemonde.fr/a-la-une/article/2005/06/24/chronique-ordinaire-de-la-haine-conjugale_665799_3208.html,2005.0,épouse,Positive,0.6526787877082825
Perfidie contre perfidie la défense exhibe un rapport de détective privé qui tendrait à prouver que l épouse délaissée officiellement sans ressources travaille dans un magasin de vêtements de luxe et dissimule ses revenus,https://www.lemonde.fr/a-la-une/article/2005/06/24/chronique-ordinaire-de-la-haine-conjugale_665799_3208.html,2005.0,épouse,Negative,0.9877164959907532
Naviguer sous la protection de l épouse de William Bligh le féroce commandant de la Bounty si prompt à faire fouetter son équipage dont le meilleur interprète au cinéma fut Charles Laughton,https://www.lemonde.fr/a-la-une/article/2005/07/27/lizzy-ou-l-exploit-par-marie-beatrice-baudet_675729_3208.html,2005.0,épouse,Neutral,0.7220272421836853
Lorsque le 27 avril 1906 Nicolas II assistera avec son épouse dans la grande salle du palais Tavrichesky à la convocation de la première Douma il bougonnera Je ne pardonnerai jamais cela,https://www.lemonde.fr/a-la-une/article/2005/08/24/la-russie-vacille-par-natalie-nougayrede_682251_3208.html,2005.0,épouse,Neutral,0.9417688250541687
Il est convenu que son épouse le rejoindra un peu plus tard,https://www.lemonde.fr/a-la-une/article/2005/08/26/la-peinture-se-reveille-par-philippe-dagen_682809_3208.html,2005.0,épouse,Neutral,0.5245627164840698
Belle abnégation Il y a quelques années il refusait même de placer dans sa devanture les affichettes des magazines people qui relataient les déboires conjugaux du chanteur et de son épouse d alors la mannequin texane Jerry Hall mère de quatre de ses sept enfants,https://www.lemonde.fr/a-la-une/article/2005/09/12/sir-mick-jagger-seigneur-de-fourchette_688137_3208.html,2005.0,épouse,Negative,0.9583106637001038
La piste défoncée qui y mène longe des montagnes pelées s enfonce dans d étroites gorges et épouse parfois le lit de l Acham Kheir une rivière de rapides où les roues des véhicules sont immergées jusqu aux essieux,https://www.lemonde.fr/a-la-une/article/2005/09/16/afghanistan-des-urnes-dans-le-chaos_689775_3208.html,2005.0,épouse,Negative,0.9802737236022949
Il disparaît en 1864 cinq mois après son épouse Elisabeth de Morlet morte de chagrin,https://www.lemonde.fr/a-la-une/article/2005/11/13/charles-de-foucauld-un-marabout-au-sahara_709614_3208.html,2005.0,épouse,Negative,0.5103384256362915
Elle l épouse délaissée se veut fataliste,https://www.lemonde.fr/a-la-une/article/2005/11/26/la-bande-a-bongo_714579_3208.html,2005.0,épouse,Negative,0.9551978707313538
L actuelle épouse du président Edith Lucie occupe une position à part,https://www.lemonde.fr/a-la-une/article/2005/11/26/la-bande-a-bongo_714579_3208.html,2005.0,épouse,Positive,0.6713747978210449
A l invitation de la présidente Odile Mondineu Hederer Roselyne Godard son ex mari Christian Godard Daniel Legrand Pierre Martel Karine Duchochois et Odile Polveche l ex épouse d Alain Marécaux ont raconté comme ils pouvaient l avant et après Outreau,https://www.lemonde.fr/a-la-une/article/2005/11/30/les-sept-acquittes-entre-douleur-et-colere_715931_3208.html,2005.0,épouse,Neutral,0.5318799614906311
Dans la maison de 800 m2 qui borde le lac Léman et semble sortie d une série américaine Point de vue photographie désormais les progrès de la collection de coquillages du prince près de 300 000 celle des vases dauriens attiques de son épouse et les progrès d Emmanuel,https://www.lemonde.fr/a-la-une/article/2006/06/27/la-chute-de-la-maison-de-savoie_788748_3208.html,2006.0,épouse,Neutral,0.5574523210525513
En Italie on s indigne de cette relaxe obtenue par Me Paul Lombard avocat de Gaston Defferre l ami du président de la République française et dont l épouse Edmonde Charles Roux a déposé comme témoin de moralité,https://www.lemonde.fr/a-la-une/article/2006/06/27/la-chute-de-la-maison-de-savoie_788748_3208.html,2006.0,épouse,Neutral,0.5255916714668274
Jacques Royal est parti combattre dans le Sahara du Sud laissant épouse et enfants,https://www.lemonde.fr/a-la-une/article/2006/06/28/segolene-royal-la-fille-du-lieutenant-colonel_789232_3208.html,2006.0,épouse,Negative,0.6320510506629944
Il a envisagé un temps de travailler comme chauffeur de taxi pour subvenir aux besoins de sa famille Lioudmila son épouse effacée ancienne hôtesse de l air sur Aeroflot Macha et Katia ses filles aujourd hui étudiantes,https://www.lemonde.fr/a-la-une/article/2006/07/03/vladimir-poutine-tsar-du-gaz_791244_3208.html,2006.0,épouse,Negative,0.8145373463630676
Après l avoir écouté plaider contre la double peine le ministre de l intérieur lui a glissé Il faudra qu on dîne un soir avec votre épouse et Cécilia et Bedos a répliqué Non merci ou alors dans une chambre d hôtel et on appellera le room service,https://www.lemonde.fr/a-la-une/article/2006/10/28/guy-bedos-veillee-d-armes_828604_3208.html,2006.0,épouse,Neutral,0.9052611589431763
Ne pouvant résister à des invitations à l Elysée où son épouse Joë se forçait à avaler des huîtres qu elle déteste Bedos a également été l hôte de Latché,https://www.lemonde.fr/a-la-une/article/2006/10/28/guy-bedos-veillee-d-armes_828604_3208.html,2006.0,épouse,Neutral,0.6053720712661743
Une épouse deux filles le père a donc trois femmes à la maison,https://www.lemonde.fr/a-la-une/article/2006/11/15/michele-alliot-marie-la-cheftaine_834712_3208.html,2006.0,épouse,Neutral,0.9087837338447571
Malgré la différence de génération et les mises en garde de ses parents la voici qui épouse en 1971 celui qui va indéniablement l instruire sinon la former,https://www.lemonde.fr/a-la-une/article/2006/11/15/michele-alliot-marie-la-cheftaine_834712_3208.html,2006.0,épouse,Positive,0.6373788118362427
En revanche sur le bar de la cuisine où son épouse prépare du thé on voit traîner des boîtes de Venegra de Megalis et de Penegra Ce sont des imitations fabriquées en Inde,https://www.lemonde.fr/a-la-une/article/2006/12/06/s-en-procurer-sans-ordonnance_842550_3208.html,2006.0,épouse,Negative,0.9836846590042114
De lui sa première épouse et mère de ses trois fils avait dit Maurice est quelqu un qui vous aurait fait croire qu en pleine journée il faisait nuit,https://www.lemonde.fr/a-la-une/article/2006/12/13/les-silences-d-agnelet_845139_3208.html,2006.0,épouse,Positive,0.9690021276473999
Ce papier précisait Henri Le Roux est à conserver par son épouse Renée qui vous le rappellera à certaines occasions où cela pourrait être important ou simplement prudent,https://www.lemonde.fr/a-la-une/article/2006/12/13/les-silences-d-agnelet_845139_3208.html,2006.0,épouse,Positive,0.7023915648460388
Durant ses six années d exil à Londres en compagnie de son épouse Yelena et de ses six enfants issus de plusieurs mariages l ancien maître de l intrigue politique a triplé son pactole,https://www.lemonde.fr/a-la-une/article/2006/12/25/berezovski-poutine-le-combat-des-chefs_849220_3208.html,2006.0,épouse,Positive,0.9085965156555176
Il assure aujourd hui ne ressentir aucun vide autre qu affectif celui d avoir perdu son épouse Monica,https://www.lemonde.fr/a-la-une/article/2007/01/23/colombie-un-otage-s-est-evade_858604_3208.html,2007.0,épouse,Positive,0.7907143831253052
L épouse de Bernie Slavica trouvait l endroit sinistre,https://www.lemonde.fr/a-la-une/article/2007/02/12/l-allee-des-milliardaires-a-londres_866398_3208.html,2007.0,épouse,Negative,0.9549443125724792
Héranousch Gadarian deviendra la fille de la maison sous l oeil contrarié de l épouse du gendarme,https://www.lemonde.fr/a-la-une/article/2007/02/26/ma-grand-mere-turque-etait-armenienne_876353_3208.html,2007.0,épouse,Negative,0.8203480243682861
A titre de comparaison l équipe des chercheurs a effectué des prélèvements sur le corps de l impératrice Long Yu épouse de Guangxu enterrée à ses côtés le taux d arsenic décelé sur cette dernière est 261 fois inférieur à celui de son époux,https://www.lemonde.fr/a-la-une/article/2008/11/22/l-empereur-guangxu-empoisonne_1121817_3208.html,2008.0,épouse,Negative,0.6859421730041504
Alors qu il faisait encore la tournée des bals avec son épouse Michelle le procureur militaire Clayton Trivett a déposé une requête visant à obtenir la suspension pour 120 jours des audiences concernant Khaled Cheikh Mohammed et les quatre autres accusés des attentats du 11 septembre 2001,https://www.lemonde.fr/a-la-une/article/2009/01/21/m-obama-veut-reconcilier-ideaux-et-securite_1144628_3208.html,2009.0,épouse,Neutral,0.7652533650398254
Vers 19 h 15 Jean Sarkozy arrive avec son épouse Jessica enceinte de six mois et son conseiller Christophe Lambert dans les studios de France 2,https://www.lemonde.fr/a-la-une/article/2009/10/26/deux-semaines-de-tolle-cinq-jours-de-reflexion-et-jean-sarkozy-renonca-par-raphaelle-bacque-avec-le-service-france_1257813_3208.html,2009.0,épouse,Neutral,0.9611707329750061
Joseph le père qui a fui la Russie devient pianiste de bar à Istanbul déteste la musique légère et épouse Olia à la synagogue en 1918,https://www.lemonde.fr/a-la-une/article/2011/03/02/ginzburg-gainsbourg-gainsbarre_1487442_3208.html,2011.0,épouse,Neutral,0.9579073190689087
C est une conviction profonde qui habite cet homme et son épouse membres fidèles de l Eglise pentecôtiste,https://www.lemonde.fr/a-la-une/article/2011/03/04/une-lecture-tres-stricte-du-droit-des-homosexuels_1488669_3208.html,2011.0,épouse,Positive,0.9888859987258911
Il épouse l année suivante la violoncelliste Irmgard Poppen qui meurt en 1963 en mettant au monde leur troisième fils Manuel violoncelliste comme sa mère après Mathias devenu metteur en scène et Martin chef d orchestre,https://www.lemonde.fr/a-la-une/article/2012/05/19/dietrich-fischer-dieskau_1704196_3208.html,2012.0,épouse,Neutral,0.6395756006240845
Installée en Algérie après l indépendance de 1962 elle épouse un ancien maquisard qui lui demande de renoncer à la chanson ce qu elle fera pendant neuf ans,https://www.lemonde.fr/a-la-une/article/2012/05/19/warda-al-jazairia_1704198_3208.html,2012.0,épouse,Positive,0.8063409924507141
Ses disputes sans fin avec son épouse Adriani soupe au lait mais fine cuisinière permettent d autre part une description de l intérieur particulièrement savoureuse de la vie quotidienne des Grecs d aujourd hui,https://www.lemonde.fr/a-la-une/article/2012/08/14/serie-noire-en-europe-la-grece-mafieuse_1745991_3208.html,2012.0,épouse,Negative,0.7702969908714294
En se servant une nouvelle fois du commissaire Charitos de son épouse Adriani de leur fille Katérina avocate de leur gendre Phanis médecin il s est lancé dans une vaste trilogie dont les tomes I et II ont déjà paru à Athènes le premier sortira en France cet automne,https://www.lemonde.fr/a-la-une/article/2012/08/14/serie-noire-en-europe-la-grece-mafieuse_1745991_3208.html,2012.0,épouse,Positive,0.8585684895515442
Il sortait d une salle réservée au service de médiation de la justice de Namur et a appelé son avocat Me Georges Henri Beauthier pour lui donner confidentiellement des éléments de la conversation de quatre heures qu il venait d avoir avec le diable ou du moins son adjointe Michelle Martin ex épouse du tueur et violeur multirécidiviste Marc Dutroux,https://www.lemonde.fr/a-la-une/article/2012/11/17/rencontre-entre-le-pere-de-julie-victime-de-dutroux-et-michelle-martin-son-ex-epouse_1792184_3208.html,2012.0,épouse,Negative,0.937002420425415
Se consacrer désormais à sa famille à son fils à sa vie avec sa nouvelle épouse et à l enfant qu elle porte,https://www.lemonde.fr/a-la-une/article/2012/11/17/rencontre-entre-le-pere-de-julie-victime-de-dutroux-et-michelle-martin-son-ex-epouse_1792184_3208.html,2012.0,épouse,Positive,0.9829424619674683
rit un étudiant devant La fleur d Alep le meilleur kebab de la ville qui fournit tout ce qui est bon même une épouse,https://www.lemonde.fr/a-la-une/article/2012/12/28/vivre-et-mourir-au-rythme-des-combats-dans-les-rues-d-alep_1811125_3208.html,2012.0,épouse,Positive,0.9306691884994507
Sa formation intellectuelle épouse le national catholicisme traditionnel des forces armées d Argentine,https://www.lemonde.fr/a-la-une/article/2013/05/18/le-parcours-sombre-de-l-ancien-dictateur-argentin-jorge-rafael-videla_3319127_3208.html,2013.0,épouse,Positive,0.9632859230041504
A l instar de Barack Obama qui avec son épouse et leurs enfants devait visiter jeudi 27 juin l île symbole de la traite négrière les Noirs américains abordent Gorée en pèlerins,https://www.lemonde.fr/a-la-une/article/2013/06/26/africadn-le-business-des-tests-genetiques_3437222_3208.html,2013.0,épouse,Neutral,0.9847715497016907
Personne ne sait au delà de l extraordinaire symbole quels sentiments animent le premier président américain noir et son épouse Michelle au moment où ils entreprennent à leur tour le pèlerinage de Gorée,https://www.lemonde.fr/a-la-une/article/2013/06/26/africadn-le-business-des-tests-genetiques_3437222_3208.html,2013.0,épouse,Neutral,0.6485260725021362
A 200 mètres la plus belle maison du hameau est habitée par un couple âgé Bragi Benediktsson 76 ans éleveur de moutons en semi retraite et son épouse Siggridur,https://www.lemonde.fr/a-la-une/article/2013/08/04/islande-un-palace-a-grimsstadir_3457098_3208.html,2013.0,épouse,Positive,0.8900361657142639
Entre temps ce dernier a lui aussi grimpé dans l échelle sociale son épouse Ingibjörg Gisladottir est la nouvelle ministre des affaires étrangères islandaise,https://www.lemonde.fr/a-la-une/article/2013/08/04/islande-un-palace-a-grimsstadir_3457098_3208.html,2013.0,épouse,Positive,0.9600158333778381
De même Sigurdur le frère de Bragi et son épouse Olof Bjarnadottir qui ont quitté le domaine pour s installer à Reykjavik espèrent que l offre tient toujours,https://www.lemonde.fr/a-la-une/article/2013/08/04/islande-un-palace-a-grimsstadir_3457098_3208.html,2013.0,épouse,Neutral,0.9367786049842834
Son épouse Anna ancienne danseuse professionnelle est moins catégorique,https://www.lemonde.fr/a-la-une/article/2013/08/04/islande-un-palace-a-grimsstadir_3457098_3208.html,2013.0,épouse,Neutral,0.8009445071220398
Ce qu on voit de lui aujourd hui ce miracle de grès rose serti d un écrin de forêt dont le nom khmer peut signifier à la fois femme et beauté n a plus rien à voir avec l amas de pierres que découvrent André Malraux Clara son épouse et leur complice l ami Louis Chevasson après trente heures d une progression harassante dans la jungle,https://www.lemonde.fr/a-la-une/article/2013/08/12/andre-malraux-au-cambodge-le-pilleur-de-banteay-srei_3460441_3208.html,2013.0,épouse,Neutral,0.945015549659729
Un peu plus sobre que la description du Trianon perçu par une enthousiaste épouse Retrouvant quelque lyrisme Malraux Vannec décrit plus loin ce temple écrasé sous un si décisif abandon qui dégage quelque chose d inhumain faisant peser sur les décombres et les plantes voraces fixées comme des êtres terrifiés une angoisse qui protégeait avec une force de cadavre ces figures dont le geste séculaire régnait sur une cour de mille pattes et de bêtes des ruines,https://www.lemonde.fr/a-la-une/article/2013/08/12/andre-malraux-au-cambodge-le-pilleur-de-banteay-srei_3460441_3208.html,2013.0,épouse,Positive,0.781308650970459
Son épouse plus jeune a la mémoire plus longue,https://www.lemonde.fr/a-la-une/article/2013/08/13/marguerite-duras-au-vietnam-liaisons-dangereuses-a-sadec_3460946_3208.html,2013.0,épouse,Positive,0.6321233510971069
Le lieu respire un certain abandon surtout le coin cuisine où l épouse vaque dans un bruit de casseroles,https://www.lemonde.fr/a-la-une/article/2013/08/13/marguerite-duras-au-vietnam-liaisons-dangereuses-a-sadec_3460946_3208.html,2013.0,épouse,Negative,0.9948480129241943
Son épouse Hanh la cinquantaine consent à ouvrir la grille du monument funéraire dont elle est devenue la gardienne,https://www.lemonde.fr/a-la-une/article/2013/08/13/marguerite-duras-au-vietnam-liaisons-dangereuses-a-sadec_3460946_3208.html,2013.0,épouse,Neutral,0.5438517332077026
Son épouse Khadija qui a été son employeur le rassure l encourage à ne rejeter ni ces paroles ni sa responsabilité,https://www.lemonde.fr/a-la-une/article/2013/08/22/la-prophetie-de-lesley_3465064_3208.html,2013.0,épouse,Positive,0.9816575050354004
Ce pasteur est d ailleurs un grand séducteur qui vit en concubinage depuis 2000 avec une journaliste Daniela Schadt mais garde d excellentes relations avec son épouse ainsi qu avec la femme qui fut sa compagne dans les années 1990,https://www.lemonde.fr/a-la-une/article/2013/09/03/joachim-gauck-le-bon-pasteur-de-la-republique-allemande_3470636_3208.html,2013.0,épouse,Positive,0.9523693323135376
Pendant ce temps le Piémontais Fausto Coppi 1919 1960 son cadet et son plus grand rival qui lui disputait l admiration de ses compatriotes deux Tours de France et cinq Giro embrassait Giulia Occhini cette mystérieuse Dame blanche qui n était pas son épouse,https://www.lemonde.fr/a-la-une/article/2013/09/28/le-silence-du-juste-gino-bartali_3486314_3208.html,2013.0,épouse,Neutral,0.6288564205169678
Bachar Al Assad et son épouse Asma continuent de se comporter comme si le pays leur appartenait comme si le cataclysme qui s est abattu sur celui ci 110 000 morts 2 millions de réfugiés et 5 millions de déplacés n avait rien ou presque changé en tout cas rien d irrémédiable,https://www.lemonde.fr/a-la-une/article/2013/09/29/bachar-al-assad-le-survivant_3486796_3208.html,2013.0,épouse,Negative,0.7646832466125488
Il multiplie les apparitions en public sans garde du corps s affichant dans les restaurants de la vieille ville avec sa jeune épouse au style glamour,https://www.lemonde.fr/a-la-une/article/2013/09/29/bachar-al-assad-le-survivant_3486796_3208.html,2013.0,épouse,Positive,0.9945071339607239
On y retrouve Eric Clapton Stevie Wonder Joe Cocker Dire Straits Sting Eurythmics Tracy Chapman Peter Gabriel Simple Minds mais aussi Salif Keita Hugh Masekela et son épouse Miriam Makeba opposante sud africaine en exil aux Etats Unis depuis 1959 et qui ne reviendra dans son pays natal qu en 1990 à la demande de Nelson Mandela,https://www.lemonde.fr/a-la-une/article/2013/12/06/la-musique-pour-mandela-soutien-et-celebration_3526797_3208.html,2013.0,épouse,Positive,0.6276901364326477
Il alla même jusqu à émettre l espoir que le président géorgien qu il considérait comme l agresseur dans cette querelle n entrerait pas dans l Histoire comme le nouveau Gavrilo Princip une référence au jeune Serbe de Bosnie qui assassina l héritier du trône d Autriche et son épouse le 28 juin 1914,https://www.lemonde.fr/a-la-une/article/2014/01/15/les-lecons-de-1914_4348421_3208.html,2014.0,épouse,Negative,0.8561113476753235
Shashi Tharoor dit avoir découvert le corps inerte de son épouse sous les draps alors qu il rentrait d une réunion du Parti du Congrès le parti dont il est membre,https://www.lemonde.fr/a-la-une/article/2014/02/02/roman-noir-a-new-delhi_4358552_3208.html,2014.0,épouse,Negative,0.9923506379127502
Le fils et le frère de Sunanda Pushkar eux mêmes ont jugé nécessaire de voler à son secours en le présentant comme incapable de s en prendre à son épouse,https://www.lemonde.fr/a-la-une/article/2014/02/02/roman-noir-a-new-delhi_4358552_3208.html,2014.0,épouse,Negative,0.8525553345680237
Quant à Li Dongsheng qui était numéro 3 de la police chinoise lors de son arrestation en décembre 2013 et ex dirigeant de la télévision centrale CCTV il aurait favorisé l épouse de Zhou Bin productrice d une série télévisée cofinancée par la police chinoise,https://www.lemonde.fr/a-la-une/article/2014/04/15/chine-la-decheance-des-tigres_4401885_3208.html,2014.0,épouse,Negative,0.6442455649375916
Dans celle d à côté vit le benjamin Zhou Yuanqing arrêté en décembre avec son épouse,https://www.lemonde.fr/a-la-une/article/2014/04/15/chine-la-decheance-des-tigres_4401885_3208.html,2014.0,épouse,Negative,0.7046338319778442
A leur côté ont été inscrits à l encre rouge car ils sont toujours vivants les noms de Zhou Yongkang de son fils de son épouse de ses frères et de leurs rejetons,https://www.lemonde.fr/a-la-une/article/2014/04/15/chine-la-decheance-des-tigres_4401885_3208.html,2014.0,épouse,Neutral,0.6918352246284485
De sa première épouse Janine née Pinard docteur en médecine Jacques Servier eu quatre filles,https://www.lemonde.fr/a-la-une/article/2014/04/18/jacques-servier_4403216_3208.html,2014.0,épouse,Positive,0.9159783124923706
Les circonscriptions d Amethi et de Raebareli elles votent ce mercredi 7 mai Rahul Gandhi et sa mère Sonia arrière petit fils et épouse du petit fils de Nehru les leaders du Parti du Congrès s y présentent,https://www.lemonde.fr/a-la-une/article/2014/05/07/au-pays-des-gandhi_4412911_3208.html,2014.0,épouse,Positive,0.5467529892921448
Une fonctionnaire de la province de Vénétie Claudia Minutillo achèvera de donner à l affaire un tour plus politique et vaudevillesque secrétaire particulière de l ancien ministre Giancarlo Galan Forza Italia alors gouverneur de la Vénétie la jeune femme changée d affectation à la demande de l épouse de son patron a semble t il facilité le travail des enquêteurs au point de mettre au jour un système de commissions occultes ayant rapporté à son ancien supérieur un million d euros par an,https://www.lemonde.fr/a-la-une/article/2014/07/11/venise-le-scandale-des-digues-corrompues_4455782_3208.html,2014.0,épouse,Neutral,0.5694364309310913
Son épouse fait de la publicité pour un système bancaire,https://www.lemonde.fr/a-la-une/article/2014/07/25/histoires-de-pub-chez-les-cantona-pas-de-compte-joint_4463161_3208.html,2014.0,épouse,Negative,0.6629771590232849
Si son épouse a prêté son image à une publicité pour LCL c est son histoire,https://www.lemonde.fr/a-la-une/article/2014/07/25/histoires-de-pub-chez-les-cantona-pas-de-compte-joint_4463161_3208.html,2014.0,épouse,Positive,0.5274494886398315
Sans parler de son épouse Renate,https://www.lemonde.fr/actualite-medias/article/2005/06/01/axel-ganz-la-fausse-sortie-d-un-tigre-du-papier-glace_656855_3236.html,2005.0,épouse,Positive,0.9677263498306274
Ancien directeur général de l hebdomadaire Figaro Magazine on lui doit un ouvrage d entretiens avec Bernadette Chirac l épouse du président,https://www.lemonde.fr/actualite-medias/article/2005/06/14/la-presidence-de-france-televisions-quatre-challengers-pour-un-sortant_662098_3236.html,2005.0,épouse,Positive,0.5680989623069763
Si le président a longtemps hésité avant de se rendre à Singapour pour défendre la candidature de la capitale son épouse a préparé de longue date l élection de son candidat à la tête de l audiovisuel public,https://www.lemonde.fr/actualite-medias/article/2005/07/07/bernadette-chirac-meilleur-soutien-du-producteur-de-des-racines-et-des-ailes_670501_3236.html,2005.0,épouse,Positive,0.838267982006073
C est avec ce livre d entretiens best seller publié chez Plon en 2001 qu une relation solide s est nouée entre l épouse du chef de l Etat et le producteur à succès de l émission Des racines et des ailes,https://www.lemonde.fr/actualite-medias/article/2005/07/07/bernadette-chirac-meilleur-soutien-du-producteur-de-des-racines-et-des-ailes_670501_3236.html,2005.0,épouse,Positive,0.7849151492118835
Lors de la première du spectacle Jean Paul Baudecroux le fondateur et propriétaire de NRJ aurait été surpris de découvrir que l épouse de M,https://www.lemonde.fr/actualite-medias/article/2006/01/23/l-ancien-president-de-nrj-soupconne-d-avoir-fait-louer-des-locaux-a-une-societe-dont-il-est-actionnaire_733612_3236.html,2006.0,épouse,Neutral,0.7440171241760254
